0.000000,0.000000,0.000000,5.272014,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.823550,0.000000,0.000000,0.000000,1.800306,0.000000,0.000000,0.000000,3.975227,2.688718,0.172644,0.083716,0.000000,0.000000,5.377082,5.443595,0.000000,0.317869,0.000000,1.077927,0.678240,0.944420,0.000000,4.680655,3.992792,0.000000,0.000000
0.000000,0.000000,0.000000,3.715676,1.062488,0.000000,0.895418,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.027723,0.000000,0.000000,0.000000,1.117508,0.000000,0.000000,0.000000,2.924146,2.954388,0.559015,0.000000,0.000000,0.000000,3.491624,3.025307,0.000000,0.132357,0.000000,0.633541,0.000000,2.815159,0.000000,2.918387,3.265768,0.000000,0.000000
0.000000,0.000000,0.000000,7.733833,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.329261,0.000000,0.879084,0.000000,0.000000,0.000000,3.110660,0.000000,0.000000,0.000000,6.444852,5.099439,0.000000,0.000000,0.000000,0.000000,6.867285,7.861356,0.000000,0.000000,0.000000,1.386707,0.045574,2.046232,0.000000,5.826943,5.287007,0.000000,0.000000
0.000000,0.000000,0.000000,7.299053,0.387950,0.000000,0.645417,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.294149,0.000000,0.000000,0.000000,3.011069,0.000000,0.000000,0.000000,5.888082,5.860409,0.000000,0.000000,0.000000,0.000000,6.040322,6.845607,0.000000,0.000000,0.000000,0.201911,0.000000,4.951776,0.000000,5.873966,6.301454,0.000000,0.000000
0.000000,0.000000,0.000000,12.587049,0.000000,0.000000,3.384090,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.753522,0.000000,0.000000,0.000000,4.185181,0.000000,0.000000,0.000000,10.319117,11.450392,0.520022,0.000000,0.000000,0.000000,9.535422,10.721649,0.000000,0.000000,0.251629,0.000000,0.000000,11.987150,0.000000,8.273169,11.482914,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.759884,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.181815,0.217038,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.364175,0.013738,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,5.427642,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.147321,0.000000,0.772848,0.000000,0.000000,0.000000,1.882353,0.000000,0.000000,0.000000,3.956675,3.462296,0.000000,0.000000,0.000000,0.000000,4.941609,5.265162,0.000000,0.417213,0.000000,1.015403,0.564796,1.361142,0.000000,4.393139,4.490898,0.000000,0.000000
0.000000,0.000000,0.000000,21.793602,1.332362,0.000000,5.334097,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.984229,0.000000,0.000000,0.000000,7.331561,0.000000,0.000000,0.000000,17.738323,17.885807,0.139459,0.000000,0.000000,0.000000,15.189431,16.788107,0.000000,0.000000,0.910281,0.088035,0.000000,17.685461,0.000000,13.454544,17.948967,0.000000,0.000000
0.000000,0.000000,0.000000,10.179742,0.000000,0.000000,3.895235,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.521178,0.000000,0.000000,0.000000,2.479495,0.000000,0.000000,0.000000,8.425186,9.563858,0.817990,0.000000,0.000000,0.000000,8.177233,6.808614,0.000000,0.000000,1.972053,0.863137,0.000000,9.201008,0.000000,5.910242,9.713051,0.000000,0.000000
0.000000,0.000000,0.000000,6.048181,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.047122,0.000000,0.000000,0.000000,2.357535,0.000000,0.000000,0.000000,4.533018,3.587680,0.000000,0.000000,0.000000,0.000000,5.033360,4.737277,0.000000,1.050152,0.000000,1.482972,0.530729,1.860450,0.000000,4.996882,4.541392,0.000000,0.000000
0.490587,0.000000,0.000000,4.441135,0.436736,0.000000,0.904520,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.572963,0.000000,0.000000,0.000000,0.940991,0.000000,0.000000,0.000000,4.480303,4.452883,0.000000,0.000000,0.000000,0.000000,3.370420,3.675494,0.000000,0.119318,0.000000,0.927342,0.000000,4.131574,0.000000,3.822273,4.242803,0.000000,0.000000
